71844,6702900,單 157號以下,odd;<NUMBER:157
71847,6702900,單 181號至 301巷,odd;~LANE:181:301
71844,6702900,單 303號至 395號,odd;~NUMBER:303:395
71844,6702900,雙 150號以下,even;<NUMBER:150
71847,6702900,雙 196巷至 272號,even;~LANE:196:272
71844,6702900,雙 306號至 372號,even;~NUMBER:306:372
