91350,1001305,單 121號以下,odd;<NUMBER:121
91345,1001305,單 123號至 219號,odd;~NUMBER:123:219
91348,1001305,單 221號以上,odd;>NUMBER:221
91350,1001305,雙  98號以下,even;<NUMBER:98
91345,1001305,雙 100號至 220號,even;~NUMBER:100:220
91348,1001305,雙 222號以上,even;>NUMBER:222
