60058,1002002,單 189號以下,odd;<NUMBER:189
60056,1002002,單 191號以上,odd;>NUMBER:191
60058,1002002,雙 130號以下,even;<NUMBER:130
60056,1002002,雙 132號以上,even;>NUMBER:132
