40357,6600400,單  61之   3號以下,odd;<61之3號
40344,6600400,單  61之   4號至 361號,odd;61之4號~361號
40346,6600400,單 363號至 413號,odd;363號~413號
40343,6600400,單 415號以上,odd;>415號
40357,6600400,雙  68之   1號以下,even;<68之1號
40344,6600400,雙  70巷至 288號,even;70巷~288號
40346,6600400,雙 342號至 404號,even;342號~404號
40343,6600400,雙 412號以上,even;>412號
