81356,6400300,單  67號以下,odd;<NUMBER:67
81367,6400300,單  73巷至 175號,odd;~LANE:73:175
81363,6400300,單 179號至 545巷,odd;~LANE:179:545
81351,6400300,雙  50號以下,even;<NUMBER:50
81356,6400300,雙  62號至 286號,even;~NUMBER:62:286
81367,6400300,雙 290號至 316號,even;~NUMBER:290:316
81360,6400300,雙 480號以上,even;>NUMBER:480
