33381,6800700,單  89號以下,odd;<NUMBER:89
33377,6800700,單  91號以上,odd;>NUMBER:91
33381,6800700,雙 104號以下,even;<NUMBER:104
33377,6800700,雙 106號以上,even;>NUMBER:106
