50085,1000701,單 391號以下,odd;<NUMBER:391
50089,1000701,單 393號以上,odd;>NUMBER:393
50085,1000701,雙 388號以下,even;<NUMBER:388
50089,1000701,雙 390號以上,even;>NUMBER:390
