40257,6600300,單  13號以下,odd;<NUMBER:13
40244,6600300,單  61號至  71號,odd;~NUMBER:61:71
40245,6600300,單 101號至 223號,odd;~NUMBER:101:223
40257,6600300,雙  36號以下,even;<NUMBER:36
40244,6600300,雙  52號至  68號,even;~NUMBER:52:68
40245,6600300,雙 100號至 212號,even;~NUMBER:100:212
