80284,6400800,單 269號以下,odd;<NUMBER:269
80287,6400800,雙 138號以下,even;<NUMBER:138
80288,6400800,雙 140巷至 368號,even;~LANE:140:368
80760,6400500,單 271號以上,odd;>NUMBER:271
80760,6400500,雙 378號以上,even;>NUMBER:378
