60064,1002001,單 251號以下,odd;<NUMBER:251
60064,1002002,單 305號至 325號,odd;~NUMBER:305:325
60064,1002001,雙 192號以下,even;<NUMBER:192
60064,1002002,雙 250巷至 266號,even;~LANE:250:266
