81463,6401700,連  85號以下,<NUMBER:85
81456,6401700,單  91巷至 119號,odd;~LANE:91:119
81455,6401700,單 121號至 999號,odd;~NUMBER:121:999
81455,6401700,雙  86號至 998號,even;~NUMBER:86:998
