40861,6600700,單全,odd
40862,6600700,雙 238號以下,even;<NUMBER:238
40848,6600700,雙 240號至 270號,even;~NUMBER:240:270
40862,6600700,雙 272號至 352號,even;~NUMBER:272:352
40848,6600700,雙 354號至 362號,even;~NUMBER:354:362
40862,6600700,雙 364號至 378號,even;~NUMBER:364:378
40848,6600700,雙 384號至 402號,even;~NUMBER:384:402
