23570,6500300,單 107號以下,odd;<NUMBER:107
23568,6500300,　 109巷全,=LANE:109
23567,6500300,單 111號至 143號,odd;~NUMBER:111:143
23569,6500300,單 145號以上,odd;>NUMBER:145
23567,6500300,雙  50號以下,even;<NUMBER:50
23570,6500300,雙  52號至 190號,even;~NUMBER:52:190
23567,6500300,雙 192號至 230號,even;~NUMBER:192:230
23569,6500300,雙 232號以上,even;>NUMBER:232
