10846,6300700,單  29號以下,odd;<NUMBER:29
10845,6300700,單  31號至  89號,odd;~NUMBER:31:89
10847,6300700,單  91號以上,odd;>NUMBER:91
10846,6300700,雙  20號以下,even;<NUMBER:20
10845,6300700,雙  22號至 142號,even;~NUMBER:22:142
10847,6300700,雙 144號以上,even;>NUMBER:144
