81146,6400400,單  47號以下,odd;<NUMBER:47
81147,6400400,單  49號至 101號,odd;~NUMBER:49:101
81146,6400400,雙  50號以下,even;<NUMBER:50
81147,6400400,雙  66巷至 100號,even;~LANE:66:100
