84047,6401500,單  59號以下,odd;<NUMBER:59
84046,6401500,單  61號以上,odd;>NUMBER:61
84047,6401500,雙  50號以下,even;<NUMBER:50
84046,6401500,雙  52號以上,even;>NUMBER:52
