60049,1002001,單 131號以下,odd;<NUMBER:131
60049,1002002,單 133號以上,odd;>NUMBER:133
60081,1002001,雙   4號以下,even;<NUMBER:4
60049,1002001,雙   6號至 172號,even;~NUMBER:6:172
60049,1002002,雙 174號以上,even;>NUMBER:174
