95063,1001401,全,all
95541,1001405,單  73號至 375巷,odd;~LANE:73:375
95542,1001405,單 415號至 421號,odd;~NUMBER:415:421
95541,1001405,雙  30號至 320號,even;~NUMBER:30:320
