51149,1000717,單 569號以下,odd;<NUMBER:569
51145,1000717,單 571號以上,odd;>NUMBER:571
51149,1000717,雙 650巷以下,even;<LANE:650
51145,1000717,雙 652號以上,even;>NUMBER:652
