70043,6703700,單 203號以下,=SECTION:2;odd;<NUMBER:203
70042,6703700,單 205號以上,=SECTION:2;odd;>NUMBER:205
70043,6703700,雙 110號以下,=SECTION:2;even;<NUMBER:110
70042,6703700,雙 112號以上,=SECTION:2;even;>NUMBER:112
70053,6703700,單 173號以下,=SECTION:3;odd;<NUMBER:173
70060,6703700,單 175號以上,=SECTION:3;odd;>NUMBER:175
70053,6703700,雙 178號以下,=SECTION:3;even;<NUMBER:178
70060,6703700,雙 180號以上,=SECTION:3;even;>NUMBER:180
70145,6703200,全,=SECTION:1;all
71077,6703100,單 379號以下,odd;<NUMBER:379
71061,6703100,單 381號以上,odd;>NUMBER:381
71077,6703100,雙 310號以下,even;<NUMBER:310
71061,6703100,雙 312號以上,even;>NUMBER:312
71444,6702300,單 119號以下,odd;<NUMBER:119
71441,6702300,單 133號以上,odd;>NUMBER:133
71444,6702300,雙 122號以下,even;<NUMBER:122
71441,6702300,雙 126號以上,even;>NUMBER:126
71543,6702400,全,all
72142,6700700,全,all
72641,6701300,全,all
73045,6700100,單  21之  56號以下,odd;<NUMBER:21之56
73046,6700100,單  23號以上,odd;>NUMBER:23
73045,6700100,雙  28號以下,even;<NUMBER:28
73046,6700100,雙  30號以上,even;>NUMBER:30
74154,6701900,全,all
74445,6702000,全,all
