40675,6600800,單  87號以下,odd;<NUMBER:87
40670,6600800,單  89號至 197號,odd;~NUMBER:89:197
40648,6600800,單 199號以上,odd;>NUMBER:199
40675,6600800,雙  98號以下,even;<NUMBER:98
40670,6600800,雙 100號至 216號,even;~NUMBER:100:216
40648,6600800,雙 228號以上,even;>NUMBER:228
