23444,6500400,單 189號以下,odd;<NUMBER:189
23443,6500400,單 191號至 245號,odd;~NUMBER:191:245
23442,6500400,單 247號以上,odd;>NUMBER:247
23444,6500400,雙 196號以下,even;<NUMBER:196
23443,6500400,雙 198號至 316號,even;~NUMBER:198:316
23442,6500400,雙 318號以上,even;>NUMBER:318
