41453,6602300,單  57號以下,odd;<NUMBER:57
41453,6602300,雙  50號以下,even;<NUMBER:50
43245,6602400,單  59號以上,odd;>NUMBER:59
43245,6602400,雙  52號以上,even;>NUMBER:52
