55779,1000804,單  35號以下,odd;<NUMBER:35
55751,1000804,單  63號以上,odd;>NUMBER:63
55779,1000804,雙  90號以下,even;<NUMBER:90
55751,1000804,雙  92號以上,even;>NUMBER:92
