40345,6600400,單  39號以下,odd;<NUMBER:39
40357,6600400,單  41號至  93號,odd;~NUMBER:41:93
40345,6600400,單  97號至 157號,odd;~NUMBER:97:157
40345,6600400,雙  26號以下,even;<NUMBER:26
40357,6600400,雙  28號至  76號,even;~NUMBER:28:76
40345,6600400,雙  78號以上,even;>NUMBER:78
