83146,6401400,單 363號以下,odd;<NUMBER:363
83143,6401400,單 365號至 409號,odd;~NUMBER:365:409
83142,6401400,單 411號以上,odd;>NUMBER:411
83145,6401400,雙 186號以下,even;<NUMBER:186
83143,6401400,雙 188號至 562號,even;~NUMBER:188:562
83147,6401400,雙 564號至 784號,even;~NUMBER:564:784
83141,6401400,雙 786號以上,even;>NUMBER:786
