90065,1001301,單 137號以下,odd;<NUMBER:137
90070,1001301,單 139號至 293號,odd;~NUMBER:139:293
90068,1001301,單 295號以上,odd;>NUMBER:295
90065,1001301,雙 138號以下,even;<NUMBER:138
90071,1001301,雙 140號至 240號,even;~NUMBER:140:240
90070,1001301,雙 242號至 328號,even;~NUMBER:242:328
90068,1001301,雙 330號以上,even;>NUMBER:330
