11457,6301000,單  57號以下,odd;<NUMBER:57
11461,6301000,單  59號至 289號,odd;~NUMBER:59:289
11490,6301000,單 291號以上,odd;>NUMBER:291
11457,6301000,雙  98號以下,even;<NUMBER:98
11461,6301000,雙 100號至 250號,even;~NUMBER:100:250
11490,6301000,雙 252號以上,even;>NUMBER:252
