26447,1000207,單 111號以下,=SECTION:1;odd;<NUMBER:111
26446,1000207,單 113號以上,=SECTION:1;odd;>NUMBER:113
26446,1000207,雙全,=SECTION:1;even
26447,1000207,全,=SECTION:2;all
26447,1000207,全,=SECTION:3;all
