42955,6601600,單 161號以下,odd;<NUMBER:161
42951,6601600,單 163號至 213號,odd;~NUMBER:163:213
42955,6601600,雙 162巷以下,even;<LANE:162
42951,6601600,雙 164號至 212號,even;~NUMBER:164:212
