80641,6400900,單  89號以下,odd;<NUMBER:89
80647,6400900,單  91號以上,odd;>NUMBER:91
80641,6400900,雙  84號以下,even;<NUMBER:84
80647,6400900,雙  86號以上,even;>NUMBER:86
