90061,1001301,單 123號以下,odd;<NUMBER:123
90060,1001301,單 125號至 175號,odd;~NUMBER:125:175
90061,1001301,雙  82之  13號以下,even;<NUMBER:82之13
90060,1001301,雙  84巷以上,even;>LANE:84
