30051,1001802,單  37號以下,odd;<NUMBER:37
30044,1001802,單  39號以上,odd;>NUMBER:39
30051,1001802,雙  20號以下,even;<NUMBER:20
30049,1001802,雙  22號以上,even;>NUMBER:22
