80251,6400800,連  99號以下,<NUMBER:99
80244,6400800,單 101號至 325號,odd;~NUMBER:101:325
80248,6400800,單 327號以上,odd;>NUMBER:327
80252,6400800,雙 100號至 360號,even;~NUMBER:100:360
80248,6400800,雙 362號以上,even;>NUMBER:362
