97042,1001501,單 121號以下,odd;<NUMBER:121
97051,1001501,單 123號以上,odd;>NUMBER:123
97042,1001501,雙 156號以下,even;<NUMBER:156
97051,1001501,雙 162號以上,even;>NUMBER:162
