40759,6600600,單  43號以下,odd;<NUMBER:43
40746,6600600,單  55號以上,odd;>NUMBER:55
40759,6600600,雙  24號以下,even;<NUMBER:24
40746,6600600,雙  52號以上,even;>NUMBER:52
