32643,6800400,單  97號以下,odd;<NUMBER:97
32642,6800400,單 103號至 229號,odd;~NUMBER:103:229
32643,6800400,雙  94號以下,even;<NUMBER:94
32642,6800400,雙  96號至 218號,even;~NUMBER:96:218
