65146,1000906,單 223號以下,odd;<NUMBER:223
65141,1000906,單 225號至 287號,odd;~NUMBER:225:287
65147,1000906,單 289號以上,odd;>NUMBER:289
65146,1000906,雙 208號以下,even;<NUMBER:208
65147,1000906,雙 210號以上,even;>NUMBER:210
