43546,6601400,單 573號以下,odd;<NUMBER:573
43548,6601400,單 575號以上,odd;>NUMBER:575
43546,6601400,雙 392號以下,even;<NUMBER:392
43548,6601400,雙 394號以上,even;>NUMBER:394
