24158,6500200,全,all
24757,6501400,單  41巷以下,odd;<LANE:41
24755,6501400,單  43號以上,odd;>NUMBER:43
24757,6501400,雙  46巷以下,even;<LANE:46
24755,6501400,雙  48號以上,even;>NUMBER:48
