80652,6400900,單 261號以下,odd;<NUMBER:261
80651,6400900,單 263號以上,odd;>NUMBER:263
80652,6400900,雙 258號以下,even;<NUMBER:258
80651,6400900,雙 266號以上,even;>NUMBER:266
