80670,6400900,單 139號以下,odd;<NUMBER:139
80662,6400900,單 155號至 241巷,odd;~LANE:155:241
80670,6400900,雙  78號以下,even;<NUMBER:78
80662,6400900,雙  80號至 300號,even;~NUMBER:80:300
